bronid,bron
REF.0301,"Compendium dieetpreparaten en voedingsmiddelen 14e druk, 1986  De Toorts"
REF.0302,"Composition of foods, Agricultural handbook nr. 8, 1963  Us Department of Agriculture"
REF.0303,"Composition of foods, Agriculture handbook nr. 8-1, 1976  Us Department of Agriculture"
REF.0304,"Composition of foods, Agriculture handbook nr. 8-2, 1977  Us Department of Agriculture"
REF.0305,"Dalderup LM  Het Hartinfarkt: risicofactoren en preventiemogelijkheden, 1974  Nederlandse Hartstichting"
REF.0306,"Diem K ea  Scientific tables 7e druk, 1973  CIBA"
REF.0308,"Paul AA ea  McCance and Widdowson's The composition of foods 4e druk, 1978  MAFF/ MRC"
REF.0310,"Surinaamse voedingsmiddelentabel, 1968  Ministerie van LVV, Paramaribo"
REF.0311,"Lueng W ea  Food composition tables for use in East Asia, 1972  FAO"
REF.0312,"Polacchi W ea  Food composition table for the Near East, 1982  Fao"
REF.0313,"Leung W ea  Food composition table for use in Africa, 1968  FAO"
REF.0314,"Platt BS  Tables of representive values of foods commonly used in tropical countries. Special Report Series nr 302, 1975  MRC"
REF.0316,"Shall H ea  Nährungsmitteltabelle zur Aufstelling und Berechnung von Diätverordningen für Krankenhaus, Sanatorium und Praxis, 1968  Barth"
REF.0317,"Leung W  Food composition table for Latin America, 1961  Incap"
REF.0318,"Randoin L ea  Tables de composition des aliments, 1974  Lanore"
REF.0319,"Compendium dieetpreparaten en voedingsmiddelen 15e druk, 1987  De Toorts"
REF.0320,"Composition of foods, Agriculture handbook nr. 8-9, 1982  Us Department of Agriculture"
REF.0322,"Holland B ea  Cereals and cereal products, 3th supplement to McCance and Widdowson's The composition of foods 4e druk, 1988  MAFF / RSC"
REF.0323,"Carbasius-Weber E ea  Informatorium voor voeding en diëtetiek, 1979  Stafleu/Samson"
REF.0324,"Bovens M ea  Inschatten, berekenen en evalueren van de nutriëntsamenstelling van circa 130 voedingsitems ten behoeve van het Search-project (rapnr V 84.320), 1984  TNO-Voeding"
REF.0325,"Livsmedelstabeller, 1987  Statens livsmedelsverk, Zweden"
REF.0328,"Composition of foods; sausages and luncheon meats, Agricultural handbook nr. 8-7, 1980  Us Department of Agriculture"
REF.0329,"Composition of foods; vegetables and vegetable products, Agricultural handbook nr. 8-11, 1984  Us Department of Agriculture"
REF.0330,"Runia S ea  Nutriëntsamenstelling van 78 extra voedingsitems (Rapportnr 528478004, deel 4), 1989  RIVM"
REF.0331,"Runia S ea  Aanvullingen en correcties op nutriëntwaarden (Rapportnr 528478003, deel 3), 1989  RIVM"
REF.0332,"Laack H van  Samenstelling van melk en zuivelprodukten in de serie: Melk in relatie tot gezondheid 1e druk, 1985  Nederlands Zuivelbureau"
REF.0335,"Koivistonen P  Mineral element composition of Finnish foods, 1980  Acta Agric Scandinavica"
REF.0336,"Meer MA van der  Inneming en biobeschikbaarheid van zink uit groenten en fruit en de zinkverliezen tijdens bereiding er verwerking (Rapport nr 2323), 1986  Sprenger Instituut"
REF.0338,"Renner E ea  Nährwerttabellen für Milch und Milchprodukte, 1994  M Drathen"
REF.0339,"Compendium dieetpreparaten en voedingsmiddelen 20e druk, 1992  De Toorts"
REF.0340,"Holland B ea  Vegetables, herbs and spices, 5th supplement to McCance and Widdowson's The composition of foods 4e druk, 1991  MAFF / RSC"
REF.0341,"Holland B ea  Mccance and Widdowson's The composition of foods 5e druk, 1991  MAFF / RSC"
REF.0342,"Holland B ea  Milk products and eggs, 4th supplement to McCance and Widdowson's The composition of foods 4e druk, 1989  MAFF / RSC"
REF.0343,"Holland B ea  Fruit and nuts, 1st supplement to Mccance and Widdowson's The composition of foods 5e druk, 1992  MAFF / RSC"
REF.0345,"Holland B ea  Fish and fish products, 3th supplement to McCance and Widdowson's The composition of foods 5e druk, 1993  MAFF / RSC"
REF.0346,"Møller A  Levnedsmiddel tabeller 1989, Food Composition Tables 1989, nutrient composition of Danish foods, 1989  Storkøkkencntr Levnedsmid Styr"
REF.0347,"Møller A ea  Levnedsmiddeltabeller, Food Composition Tables -aminoacids, carbohydrates and fatty acids in Danish foods, 1991  Storkøkkencntr Levnedsmid Styr"
REF.0348,"Rastas M ea  Ruoka-aineiden ravintoainesisältö. Livsmedlens näringsinnehåll (Nutrient composition of foods), 1989  Kansaneläkelaitos, Finland"
REF.0349,"Kistemaker C ea  De inneming van vitamine E in relatie tot het gehalte aan mov in de voeding. Deel 2, Vit E gehalten voor een groot aantal produkten (V93.118), 1993  TNO-Voeding"
REF.0351,"Souci SW ea  Die Zusammensetzung der Lebensmittel 5e druk, 1994  Medpharm / CRC Press"
REF.0352,"Chan W ea  Miscellaneous foods, 4th supplement to McCance and Widdowson's The composition of foods, 1994  MAFF / RSC"
REF.0353,"Paul AA ea  Amino acids, fatty acids, 1st supplement to McCance and Widdowson's The composition of foods 4e druk, 1979  MAFF / RSC"
REF.0354,"Bergstein I ea  Vitamine D gehaltes 1988; gebaseerd op Vitamine D en de voeding van ouderen (Rapnr 87-S01, 1987) + herberekening (Westenbrink 1988) (intern rapport), 1988  TNO-Voeding"
REF.0355,"Compendium dieetpreparaten en voedingsmiddelen 23e druk, 1995  De Toorts"
REF.0356,"Livsmedelstabeller, Energi och Näringsämnen, Fettsyratabell (Fatty acid table) 1e druk, 1986  Liber Tryck AB, Zweden"
REF.0357,"Compendium dieetpreparaten en voedingsmiddelen 21e druk, 1993  De Toorts"
REF.0358,"Brants HAM ea  Schaduwtabel retinol en ß-caroteen (intern document), 1994  TNO-Voeding"
REF.0359,"Chan W ea  Meat, poultry and game, 5th supplement to McCance & Widdowson's The compsition of foods 5e druk, 1995  MAFF / RSC"
REF.0360,"Livsmedels tabell, energi och näringsämnen, 1993  Statens Livsmedelsverk, Zweden"
REF.0361,"Brants HAM  Schaduwtabel vitamine E ten behoeve van VCPII (intern document), 1994  TNO-Voeding"
REF.0362,"Møller A ea  Levnedsmiddeltabeller (The composition of foods) 4e druk, 1996  Levnedsmiddelstyrelsen, DK"
REF.0369,"Chan W ea  Meat products and dishes, 6th supplement to McCance and Widdowson's The composition of foods 5e druk, 1996  MAFF / RSC"
REF.0371,"Heijden L van der ea  Vitamine B12 waarden in voedingsmiddelen. Een inventarisering op basis van literatuur, 1997  LUW Humane Voeding en Epidem"
REF.0372,"Livsmedels tabell, energi och näringsämnen, 1996  Livsmedelsverket, Zweden"
REF.0373,"USDA nutrient database for standard reference, 11th release 11.1e druk, 1997  US Department of Agriculture"
REF.0374,"Olmedilla B ea  Quantitation of provitamin-A and nonprovitamin-A carotenoids in the fruits most commonly consumed in Spain, in: Food and cancer prevention, 1993  Waldron KW"
REF.0375,"Compendium dieetpreparaten en voedingsmiddelen 25e druk, 1997  De Toorts"
REF.0376,"USDA nutrient database for standard reference, 12th release 12e druk, 1998  US Department of Agriculture"
REF.0377,"USDA_NCC Carotenoid database for US foods, 1998  USDA / NCC"
REF.0379,"Konings EJM  Voedingsmiddelentabel Foliumzuur (1999) en Monsternameprotocol voor foliumzuuranalyse (1997), 1999  Inspectie W & V"
REF.0383,"Favier JC ea  Répertoire général des aliments, table de composition 2e druk, 1995  Ciqual-Regal"
REF.0385,"Simonetta S ea  Banca dati di composizione degli alimenti per studi epidemoilogici in Italia, 1998  Istituto Europeo di Oncologia"
REF.0386,"USDA nutrient database for standard reference, 13th release 13e druk, 1999  US Department of Agriculture"
REF.0387,"Stewart KK (ed)  The Chinese food composition tables, in; J Food Comp Analysis 3 (1990) 189-442, 1990  Academic Press"
REF.0388,"Compendium dieetproducten en voedingsmiddelen 28e druk, 2000  Bohn Stafleu Van Loghum"
REF.0390,"Fatty acids, 7th supplement to the McCance and Widdowson's The composition of foods 5e druk, 1998  MAFF / RSC"
REF.0394,"Brants HAM  Carotenoïden in zuivelproducten, afgeleide waarden en inschattingen (intern rapport), 2003  TNO-Voeding"
REF.0396,"McCance and Widdowson's The composition of foods 6e druk, 2002  Food Standards Agency"
REF.0398,"USDA nutrient database for standard reference, release 16-1, 2004  US Department of Agriculture"
REF.0401,"USDA nutrient database for standard reference, release 17, 2004  US Department of Agriculture"
REF.0403,"Danish Veterinary and Food Adm  Danish Food Composition Databank, versie 5.0; http://www.foodcomp.dk/v5/fcdb_default.asp, 2003  Danish Veterinary and Food Adm"
REF.0404,"Bureau Stichting NEVO  Wijzigingsvoorstellen voor tabel 2006 (intern document), 2005  TNO-Kwaliteit van Leven"
REF.0405,"USDA National Nutrient Database for Standard Reference, Release 18. Nutrient Data Laboratory Home Page, http://www.nal.usda.gov/fnic/foodcomp, 2005  US Department of Agriculture"
REF.0406,"Danish Food Composition Databank, versie 6.0; http://www.foodcomp.dk/v6/fcdb_default.asp, 2005  Danish Veterinary and Food Adm"
REF.0407,"Kaathoven N en Genuchten S van  Compendium dieetpreparaten en voedingsmiddelen 33e druk, 2006  Bohn Stafleu van Loghum"
REF.0410,"KTL  Fineli - Finnish Food Composition Database, versie 6.0; http://www.fineli.fi/index.php?lang=en, 2006  Nat Publ Health Inst, Finland"
REF.0411,"USDA National Nutrient Database for Standard Reference, Release 19. Nutrient Data Laboratory Home Page, http://www.nal.usda.gov/fnic/foodcomp/search, 2006  Us Department of Agriculture"
REF.0412,"Bundeslebensmittelschlussel (BLS); Duitse voedingsmiddelentabel, 2006  BfEL, Karlsruhe"
REF.0413,"Livsmedelsverket The National Food Administration's food database, version '04/02/2008', Zweedse voedingsmiddelentabel, 2008  The National Food Admin Zweden"
REF.0418,"USDA National Nutrient Database for Standard Reference, Release 21. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/fnic/foodcomp/search, 2008  US Department of Agriculture"
REF.0419,"Verkaik-Kloosterman J et al  Iodine intake in the Netherlands, current situation and scenarios of potential future intake, briefrapport 350090005/2008 (vertrouwelijk), 2008  RIVM"
REF.0420,"Danish Food Composition Databank, versie 7.0; http://www.foodcomp.dk/v7/fcdb_default.asp 7.0e druk, 2008  DTU, Denemarken"
REF.0421,"NEVO  Herziening productgroep Brood nav analyses door NBC/TNO (bron 1-2-320); achtergronddocumentatie (intern document), 2009  RIVM"
REF.0422,"McCance&Widdowson’s The Composition of Foods Integrated Dataset (CoF IDS), 6th edition, 2002; http:www.food.gov.uk/science/dietarysurveys/dietsurveys, 2002  Food Standards Agency, UK"
REF.0423,"USDA National Nutrient Database for Standard Reference, Release 22. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl, 2009  US Department of Agriculture"
REF.0424,"Danish Food Composition Databank, versie 7.01; http://www.foodcomp.dk/v7/fcdb_default.asp, 2009  DTU, Denemarken"
REF.0425,"NEVO  Recepten en gemiddelden tbv gedrukte tabel 2011 (intern document), 2010  RIVM"
REF.0426,"Table Ciqual 2008, French Food Composition Table, http://www.afssa.fr/TableCIQUAL/, 2008  AFSSA"
REF.0427,"Irish Food Composition Database; http://www.ucc.ie/en/ifcdb/, 2009  Univ College Cork, Ireland"
REF.0428,"Voorlichtingsbureau MVO  Samenstelling A-merken margarines, halvarines en bak- en braadvetten, 2009"
REF.0429,"Banca Dati di Composizione degli Alimenti per Studi Epidemiologici in Italia - BDA, http://www.ieo.it/bda2008, 2006  Istituto Europeo di Oncologia"
REF.0430,"Voedsel en Warenautoriteit  Monitoring van het gehalte aan keukenzout in diverse levensmiddelen, Factsheet Project ZD10 1614, 2010  nVWA"
REF.0431,"Berekening samenstelling bereid vers vlees obv Cooked Meat Calculator (intern document), 2011  RIVM"
REF.0433,"USDA National Nutrient Database for Standard Reference, Release 23. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl, 2010  US Department of Agriculture"
REF.0435,"The Norwegian FSA et al  The Norwegian Food Composition Table 2006. http://www.norwegianfoodcomp.no/, 2006"
REF.0436,"Schweizer Nahrwertdatenbank - online versie V 3.01, 2009"
REF.0437,"USDA National Nutrient Database for Standard Reference, Release 24. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl, 2011  US Department of Agriculture"
REF.0438,"Livsmedelsverket The Swedish National Food Administration's food database, version '26/01/2012', 2012  The National Food Admin Zweden"
REF.0440,"Table Ciqual 2012, French Food Composition Table, http://www.afssa.fr/TableCIQUAL/, 2012  Anses, France"
REF.0443,"USDA  USDA National Nutrient Database for Standard Reference, Release 25. Nutrient Data Laboratory website, http://www.ars.usda.gov/nutrientdata, 2013  US Department of Agriculture"
REF.0447,"MVO  MVO: Voedingswaarden van margarine, halvarine en bak- en braadproducten (oktober 2012), 2012"
REF.0448,"Fineli - Finnish Food Composition Database, versie 14.0; http://www.fineli.fi/index.php?lang=en, 2011  Nat Ins Health and Welfare"
REF.0449,"Herziening productgroep Brood nav analyses door NBC/NVWA (bij bron 1-9-346 en 1-36-347); achtergronddocumentatie (intern document RIVM), 2012"
REF.0450,"Inschatting vetzuurprofielen tbv NEVO 2013 (intern document), 2013"
REF.0455,"USDA  USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory website, http://www.ars.usda.gov/nutrientdata, 2014  US Department of Agriculture"
REF.0456,"Finglas P et al  McCance and Widdowson’s The Composition of Foods Integrated Dataset 2015 7e druk, 2015  Public Health England"
REF.0457,"Update vitamine D in NEVO-2015 (intern document), 2015  RIVM"
REF.0458,"Ohrvik V, et al  Livsmedelsverket; Fish, shellfish and fish products - analysis of nutrients. The National Food Agency Report Series no 1/2012., 2012  National Food Agency Sweden"
REF.0459,"Livsmedelsverket The Swedish National Food Administration's food database, version 2015-03-04. http://www.livsmedelsverket.se/en/, 2015  The National Food Admin Sweden"
REF.0460,"Borch Myhr J, et al  Nutritional composition of selected wild and farmed raw fish, 2012  Univers. Oslo/Norwegian FSA/ea"
REF.0462,"NEVO-team  Recepten en gemiddelden tbv NEVO-tabel 2016 (intern document), 2015  RIVM"
REF.0463,"Banca Dati di Composizione degli Alimenti per Studi Epidemiologici in Italia - BDA V1-2015, http://www.bda-ieo.it/wordpress/en/, 2015  ISPO"
REF.0465,"USDA  USDA National Nutrient Database for Standard Reference, Release 28. Nutrient Data Laboratory website, http://www.ars.usda.gov/nutrientdata, 2015  US Department of Agriculture"
REF.0466,"RIVM  Aanvullingen jodiumgehalte in melkproducten en kaas (intern document), 2016"
REF.0467,"FrieslandCampina  Berekening jodiumgehalte in kaas (intern document), 2016"
REF.0469,"Danish foodcomposition database. Fødevaredatabanken, version 2015. http://frida.fooddata.dk/, 2015  DTU Fødevareinstituttet"
REF.0470,"asbl NUBEL vzw  NUBEL Belgische Voedingsmiddelentabel. http://www.nubel.com/, 2009"
REF.0471,"logische redenering:   Totaal eiwit = 0 --> pl en drl eiwit = 0"
REF.0472,"logische redenering:   Totaal vet = 0 of bijna 0 --> dit vetzuur is ingeschat als 0"
REF.0473,"logische redenering:   Plantaardig product --> chol = 0"
REF.0474,"logische redenering:   Geen polyolen toegevoegd"
REF.0475,"logische redenering:   Alcoholvrij product"
REF.0477,"logische redenering:   KH totaal = 0 --> KH MD = 0"
REF.0479,"logische redenering:   Heldere vloeistof --> vezel = 0"
REF.0480,"logische redenering:   Dierlijk product --> vezel = 0"
REF.0481,"logische redenering:   Pure vlees of visprod. --> Vit C = 0 (muv lever)"
REF.0482,"logische redenering:   Mov = 0 --> linolzuur = 0"
REF.0483,"logische redenering:   Plantaardig product --> Vit D = 0"
REF.0484,"logische redenering:   Plantaardig product --> retinol=0"
REF.0485,"logische redenering:   Product bevat geen polysacchariden"
REF.0486,"logische redenering:   Dierlijk product --> eiwit pl. = 0"
REF.0487,"logische redenering:   Plantaardig product --> eiwit drl. = 0"
REF.0488,"logische redenering:   Water bevat geen vitaminen"
REF.0490,"logische redenering:   Ingrediënten v product bevatten dit nutriënt niet"
REF.0491,"logische redenering:   Plantaardig product --> Vit B12 = 0"
REF.0492,"logische redenering:   Vet = 0 --> retinol = 0"
REF.0494,"logische redenering:   n-3 = 0 --> ALA / EPA / DHA = 0"
REF.0495,"logische redenering:   n-3 = ala --> EPA / DHA = 0"
REF.0496,"logische redenering:   Movz = n-6 --> n-3 = 0"
REF.0497,"logische redenering:   Movz = 0 --> n-3 / n-6 = 0"
REF.0498,"logische redenering:   Vlees --> bevat geen koolhydraten"
REF.0501,"waarde verkegen van fabrikant:   NIZO"
REF.0502,"waarde verkegen van fabrikant:   Normalisatieproject"
REF.0503,"waarde verkegen van fabrikant:   Waterleidingbedr. Midden Ned."
REF.0504,"waarde verkegen van fabrikant:   Van der Bergh Nederland"
REF.0505,"waarde verkegen van fabrikant:   Calvé, Van den Bergh Ned."
REF.0506,"waarde verkegen van fabrikant:   Nestlé Nederland"
REF.0507,"waarde verkegen van fabrikant:   Nutricia Nederland"
REF.0508,"waarde verkegen van fabrikant:   LU General Biscuits"
REF.0509,"waarde verkegen van fabrikant:   Oosterhoutse Zoetwarenfabriek"
REF.0511,"waarde verkegen van fabrikant:   Mars"
REF.0513,"waarde verkegen van fabrikant:   Sara Lee/Douwe Egberts"
REF.0514,"waarde verkegen van fabrikant:   Alfred Benzon"
REF.0515,"waarde verkegen van fabrikant:   Heinz"
REF.0517,"waarde verkegen van fabrikant:   Campina Melkunie"
REF.0518,"waarde verkegen van fabrikant:   Iglo (was Iglo-Mora)"
REF.0519,"waarde verkegen van fabrikant:   Friso Kindervoeding"
REF.0520,"waarde verkegen van fabrikant:   RBF Leaf"
REF.0521,"waarde verkegen van fabrikant:   Hoepman Suikerwerkfabriek"
REF.0522,"waarde verkegen van fabrikant:   Kon. De Ruijter (Roosvicee,KC)"
REF.0523,"waarde verkegen van fabrikant:   Koopmans Consumentenprod"
REF.0524,"waarde verkegen van fabrikant:   United Biscuits"
REF.0525,"waarde verkegen van fabrikant:   Campina Institute"
REF.0526,"waarde verkegen van fabrikant:   Hak bv"
REF.0527,"waarde verkegen van fabrikant:   Friesland Foods (Riedel+Fr Vl)"
REF.0528,"waarde verkegen van fabrikant:   Honig Merkartikelen"
REF.0529,"waarde verkegen van fabrikant:   Lima"
REF.0530,"waarde verkegen van fabrikant:   Danone Nederland"
REF.0531,"waarde verkegen van fabrikant:   Unilever Benelux"
REF.0533,"waarde verkegen van fabrikant:   Kellogg's Nederland"
REF.0534,"waarde verkegen van fabrikant:   Koninklijke Peijnenburg"
REF.0535,"waarde verkegen van fabrikant:   Tendem"
REF.0539,"waarde verkegen van fabrikant:   Friesland Coberco Dairy Foods"
REF.0541,"waarde verkegen van fabrikant:   Conimex Best Foods"
REF.0544,"waarde verkegen van fabrikant:   Zonnatura / Boas"
REF.0545,"waarde verkegen van fabrikant:   Kok - Ede"
REF.0546,"waarde verkegen van fabrikant:   Sleegers Vleeswaren"
REF.0549,"waarde verkegen van fabrikant:   Campbell's"
REF.0550,"waarde verkegen van fabrikant:   Koeleman Conserven"
REF.0551,"waarde verkegen van fabrikant:   Boas"
REF.0553,"waarde verkegen van fabrikant:   Soubry"
REF.0554,"waarde verkegen van fabrikant:   Novartis Consumer Health"
REF.0555,"waarde verkegen van fabrikant:   Gist-Brocades"
REF.0556,"waarde verkegen van fabrikant:   Pietercil_Barends"
REF.0557,"waarde verkegen van fabrikant:   Sonnema"
REF.0561,"waarde verkegen van fabrikant:   Kernpharm"
REF.0564,"waarde verkegen van fabrikant:   VNR Reformproducten"
REF.0565,"waarde verkegen van fabrikant:   Bolletje"
REF.0569,"waarde verkegen van fabrikant:   Dr Oetker Nederland"
REF.0570,"waarde verkegen van fabrikant:   Hero Nederland BV"
REF.0572,"waarde verkegen van fabrikant:   Rademaker"
REF.0574,"waarde verkegen van fabrikant:   Tarvo Meelfabriek"
REF.0577,"waarde verkegen van fabrikant:   Doesburgse mosterdfabriek"
REF.0579,"waarde verkegen van fabrikant:   Menken Polderland"
REF.0581,"waarde verkegen van fabrikant:   Alpro Soja Nederland"
REF.0583,"waarde verkegen van fabrikant:   Westland Kaas Groep"
REF.0585,"waarde verkegen van fabrikant:   Kühne Nederland"
REF.0586,"waarde verkegen van fabrikant:   Frank Li"
REF.0587,"waarde verkegen van fabrikant:   Chambourcy"
REF.0588,"waarde verkegen van fabrikant:   Aviko"
REF.0589,"waarde verkegen van fabrikant:   Albert Heijn"
REF.0590,"waarde verkegen van fabrikant:   Johma Nederland"
REF.0594,"waarde verkegen van fabrikant:   Reforma Veenendaal"
REF.0595,"waarde verkegen van fabrikant:   Remia"
REF.0600,"waarde verkegen van fabrikant:   Menken van Grieken"
REF.0601,"waarde verkegen van fabrikant:   Koninklijke ERU"
REF.0602,"waarde verkegen van fabrikant:   Kon. Kaasfabriek Eijssen"
REF.0603,"waarde verkegen van fabrikant:   Baars kaas"
REF.0604,"waarde verkegen van fabrikant:   Boerink Melkblok"
REF.0605,"waarde verkegen van fabrikant:   Stegeman"
REF.0607,"waarde verkegen van fabrikant:   Bakker Lekkerkerk"
REF.0608,"waarde verkegen van fabrikant:   Zwanenberg food group"
REF.0611,"waarde verkegen van fabrikant:   Aldi"
REF.0612,"waarde verkegen van fabrikant:   Mona"
REF.0613,"waarde verkegen van fabrikant:   Yakult Netherlands"
REF.0614,"waarde verkegen van fabrikant:   Leaf Holland"
REF.0617,"waarde verkegen van fabrikant:   Kon. De Ruijter (choc.prod.)"
REF.0618,"waarde verkegen van fabrikant:   Tivall Nederland"
REF.0621,"waarde verkegen van fabrikant:   United Soft Drinks"
REF.0623,"waarde verkegen van fabrikant:   Marlow Foods (Quorn)"
REF.0625,"waarde verkegen van fabrikant:   Van der Meulen Meesterbakkers"
REF.0626,"waarde verkegen van fabrikant:   CIV Superunie"
REF.0627,"waarde verkegen van fabrikant:   Laurus Nederland"
REF.0628,"waarde verkegen van fabrikant:   Natudis"
REF.0630,"waarde verkegen van fabrikant:   Nutrition&Santé"
REF.0632,"waarde verkegen van fabrikant:   De Burg"
REF.0633,"waarde verkegen van fabrikant:   Smiths Food Group"
REF.0635,"waarde verkegen van fabrikant:   Ad van Geloven (incl Mora)"
REF.0639,"waarde verkegen van fabrikant:   Kruidvat"
REF.0640,"waarde verkegen van fabrikant:   Schuitema"
REF.0642,"waarde verkegen van fabrikant:   PepsiCo"
REF.0645,"waarde verkegen van fabrikant:   Lidl Nederland"
REF.0646,"waarde verkegen van fabrikant:   Bickery Food Group"
REF.0648,"waarde verkegen van fabrikant:   Aldi Nederland"
REF.0650,"waarde verkegen van fabrikant:   Refresco Holding"
REF.0651,"waarde verkegen van fabrikant:   Vrumona"
REF.0652,"waarde verkegen van fabrikant:   Storck"
REF.0653,"waarde verkegen van fabrikant:   Lotus Bakeries"
REF.0657,"waarde verkegen van fabrikant:   BeDo Imex"
REF.0661,"waarde verkegen van fabrikant:   Enkco Foodgroup"
REF.0663,"waarde verkegen van fabrikant:   Hollandia Matzes"
REF.0664,"waarde verkegen van fabrikant:   Barilla Netherlands"
REF.0667,"waarde verkegen van fabrikant:   Haribo Nederland"
REF.0668,"waarde verkegen van fabrikant:   Surango"
REF.0670,"waarde verkegen van fabrikant:   Red Bull Nederland"
REF.0674,"waarde verkegen van fabrikant:   Coca-Cola Nederland"
REF.0680,"waarde verkegen van fabrikant:   Pombar"
REF.0686,"waarde verkegen van fabrikant:   Elite Salades & Snacks"
REF.0691,"waarde verkegen van fabrikant:   Kraft Foods"
REF.0693,"waarde verkegen van fabrikant:   Merk bekend,fabrikant onbekend"
REF.0694,"waarde verkegen van fabrikant:   Wander"
REF.0696,"waarde verkegen van fabrikant:   Suiker Unie"
REF.0697,"waarde verkegen van fabrikant:   Smilde Bakery"
REF.0701,"waarde verkegen van fabrikant:   Van der Breggen"
REF.0702,"waarde verkegen van fabrikant:   Baileys"
REF.0703,"waarde verkegen van fabrikant:   Royaan"
REF.0704,"waarde verkegen van fabrikant:   Arla Foods"
REF.0705,"waarde verkegen van fabrikant:   Lutece"
REF.0706,"waarde verkegen van fabrikant:   Brinkers Food"
REF.0707,"waarde verkegen van fabrikant:   Peeters Producten"
REF.0708,"waarde verkegen van fabrikant:   Ouwehand Visverwerking"
REF.0710,"waarde verkegen van fabrikant:   Keesmakers"
REF.0711,"waarde verkegen van fabrikant:   FrieslandCampina"
REF.0712,"waarde verkegen van fabrikant:   Bel Nederland"
REF.0713,"waarde verkegen van fabrikant:   Fanofinefood"
REF.0715,"waarde verkegen van fabrikant:   Grunschnabel Ice Laboratories"
REF.0716,"waarde verkegen van fabrikant:   Zeelandia"
REF.0717,"waarde verkegen van fabrikant:   Donkers chocolade&suikerwerken"
REF.0721,"waarde verkegen van fabrikant:   Dr. Schär"
REF.0722,"waarde verkegen van fabrikant:   Lufo Int Trading"
REF.0723,"waarde verkegen van fabrikant:   Slippens, vleeswaren"
REF.0724,"waarde verkegen van fabrikant:   Persoon, vleeswaren"
REF.0725,"waarde verkegen van fabrikant:   Luiten, vleeswaren"
REF.0727,"waarde verkegen van fabrikant:   Bonduelle Benelux"
REF.0729,"waarde verkegen van fabrikant:   Tranova"
REF.0732,"waarde verkegen van fabrikant:   Heineken Nederland Supply"
REF.0735,"waarde verkegen van fabrikant:   Bakkerij 't Stoepje"
REF.0743,"waarde verkegen van fabrikant:   Jumbo supermarkten"
REF.0744,"waarde verkegen van fabrikant:   Geska Glarius"
REF.0747,"waarde verkegen van fabrikant:   Ocean Spray"
REF.0752,"waarde verkegen van fabrikant:   Aviateur Banketbakkerijen"
REF.0753,"waarde verkegen van fabrikant:   Frumarco Frutesse"
REF.0754,"waarde verkegen van fabrikant:   Etos"
REF.0755,"waarde verkegen van fabrikant:   Henri van de Bilt"
REF.0757,"waarde verkegen van fabrikant:   HJ Heinz"
REF.0758,"waarde verkegen van fabrikant:   Geurts conservenfabriek"
REF.0759,"waarde verkegen van fabrikant:   FrieslandCampina Cheese"
REF.0760,"waarde verkegen van fabrikant:   John West"
REF.0765,"waarde verkegen van fabrikant:   Patisserie Unique"
REF.0766,"waarde verkegen van fabrikant:   Gb Plange"
REF.0770,"waarde verkegen van fabrikant:   Grolsche Bierbrouwerij BV"
REF.0773,"waarde verkegen van fabrikant:   Sligro Food Group Nederland"
REF.0781,"waarde verkegen van fabrikant:   Mondelez Nederland B.V."
REF.0786,"waarde verkegen van fabrikant:   Smilde Foods BV"
REF.0787,"waarde verkegen van fabrikant:   Vandemoortele"
REF.0790,"waarde verkegen van fabrikant:   Tartex"
REF.0791,"waarde geschat door deskundige"
REF.0802,"Table Ciqual 2016, French Food Composition Table, 2016  Anses, France"
REF.0803,"Swiss Food Composition Database V5.2, 2015  FSVO, Switzerland"
REF.0807,"waarde verkegen van fabrikant:   Healthy People BV"
REF.0809,"NEVO-team  Achtergronddocument wijzigingen (incl aanpassingen recepten) tbv NEVO-tabel 2019 (intern document), 2019  RIVM"
REF.0810,"New Zealand Food Composition Database: New Zealand FOODfiles 2016 Version 01, 2016  The New Zealand Institute for Plant & Food Research Limited"
REF.0814,"NEVO-team  Vaststellen logische nullen tbv NEVO (intern document) / Determination of logical value for NEVO (internal document), 2017  RIVM"
REF.0820,"Analysecijfers bij NVWA rapport: Monitoring van het gehalte aan keukenzout in diverse levensmiddelen 20172018nVWA"
REF.0821,"Danish foodcomposition database. Fødevaredatabanken, version 2017. Fooddata R2 , 2017  DTU Fødevareinstituttet"
REF.0822,"NEVO-team  Natrium berekend uit zout (Na mg = zout mg x 0.4)"
REF.0823,"waarde verkegen van fabrikant:   Ambtman Jr. Import Export B.V."
REF.0837,"waarde verkegen van fabrikant:   De Vegetarische Slager"
REF.0846,"Haan HPM de  Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)  2018  Triskelion B.V."
REF.0847,"USDA  USDA National Nutrient Database for Standard Reference, Legacy Release. Nutrient Data Laboratory home page, http://www.ars.usda.gov/nutrientdata, April 2018  US Department of Agriculture, Agricultural Research Service"
REF.0849,"Heemskerk BV  Analyses rauwe groenten 2016-2018  2018  Alcontrol"
